3.0027,4.2073,1
1.8424,6.4453,0
4.1645,3.5624,0
3.7864,4.2017,1
3.1603,5.1458,0
2.9525,2.9849,0
4.4789,5.2543,0
3.5778,3.5992,1
2.9965,4.8327,1
3.1367,3.4662,1
4.539,5.7307,0
3.4948,5.1932,0
3.2689,3.3139,1
3.5686,5.8292,0
2.9014,3.7206,1
2.0128,4.8066,0
3.3676,4.1779,1
1.3777,3.9951,0
2.3059,6.031,0
4.0579,2.4614,0
2.3054,2.4826,0
3.2701,4.8119,1
2.7847,1.8364,0
3.2775,4.8217,1
3.4236,5.307,0
2.4991,2.5136,0
0.87543,3.9675,0
4.0212,3.4012,0
2.4421,4.9327,0
3.2848,3.3667,1
3.9696,4.8038,0
1.9176,3.2357,0
4.2562,5.0774,0
3.7412,4.3728,1
3.1224,2.8141,0
2.6412,2.8489,0
4.2052,4.0566,0
3.4458,2.022,0
3.5323,4.9157,0
5.6929,5.4765,0
3.5546,4.6613,1
4.1765,2.8525,0
2.9493,4.2405,1
4.8023,6.2377,0
2.9049,5.2577,0
2.005,4.5458,0
2.9834,4.8741,1
1.284,5.3434,0
4.2576,4.1921,0
1.8158,3.8935,0
3.2816,3.7302,1
3.9143,4.1615,1
3.4827,3.7677,1
3.3736,3.2359,1
2.1355,3.0703,0
2.9449,4.6079,1
3.9304,3.4349,0
2.2364,3.0588,0
1.7643,2.6287,0
2.3013,2.6264,0
3.8544,4.6866,0
2.7254,3.6359,1
3.2229,4.6191,1
1.2552,5.2154,0
2.2274,3.7332,1
2.3005,4.7255,0
1.7341,6.896,0
4.174,3.6646,0
4.0399,4.4476,0
1.4328,3.6945,0
3.2499,5.1169,0
2.0344,3.5998,0
2.8343,3.5828,1
3.0457,4.663,1
4.7096,3.9782,0
3.3704,3.3154,1
2.3435,1.8332,0
3.8314,2.5921,0
3.876,3.4593,0
3.1383,4.7883,1
5.2422,4.6989,0
2.8332,4.5462,1
2.541,5.0278,0
3.5462,3.8006,1
1.6977,4.3816,0
2.5885,3.9381,1
2.4599,4.4492,1
4.3665,3.8145,0
3.7068,5.0328,0
3.6076,2.4383,0
3.9198,6.3619,0
3.8994,3.7297,1
3.0327,2.7679,0
1.5841,2.855,0
1.3191,3.9587,0
3.0378,5.3018,0
4.6635,3.0567,0
3.831,4.419,1
4.0477,3.1742,0
4.7938,4.9547,0
2.5149,3.4483,1
2.3664,3.2025,0
4.1019,6.1764,0
2.283,4.2795,1
5.2,5.3082,0
3.8906,4.9575,0
2.3646,4.2103,1
2.6265,5.3534,0
3.5219,3.8859,1
3.7129,4.5461,1
4.1684,2.4462,0
3.34,2.778,0
1.9853,4.7652,0
3.0931,3.6459,1
1.4638,3.5898,0
3.5762,4.3842,1
3.5721,1.3709,0
3.1467,3.6397,1
2.0743,2.9201,0
4.2731,4.4723,0
3.9879,4.0305,1
2.2881,2.468,0
1.6657,3.9007,0
4.0042,3.7742,0
3.6085,4.5243,1
3.0359,3.3743,1
3.2554,2.6505,0
3.6972,3.9244,1
2.5688,4.5013,1
4.5539,4.3609,0
3.3467,4.6606,1
2.2335,3.0633,0
2.5065,3.1481,1
4.5045,3.3309,0
2.3501,4.6173,1
1.9395,4.2836,0
4.1547,4.351,0
3.3193,5.0175,0
5.2035,4.6777,0
2.7321,3.8258,1
3.6381,4.1616,1
2.9806,6.2281,0
3.4323,5.4417,0
1.4103,3.5515,0
3.2497,2.1354,0
3.7631,3.6076,1
2.9943,4.1342,1
2.6403,2.0024,0
3.0259,5.3029,0
0.91074,5.4193,0
4.2419,3.9883,0
3.3421,3.6078,1
3.5506,4.7514,1
3.6547,4.7311,1
3.2868,3.8719,1
4.4184,3.4437,0
1.8811,4.2576,0
2.9253,5.8615,0
4.0841,2.545,0
2.9855,5.718,0
3.6429,2.1638,0
1.3801,3.1631,0
3.3487,4.5745,1
4.0834,5.1095,0
0.75988,3.1365,0
2.7644,3.8162,1
1.7468,3.1838,0
1.9698,2.4588,0
3.5928,5.141,0
4.0903,3.5186,0
2.7905,4.0306,1
2.4808,6.113,0
4.8022,4.3418,0
2.9139,3.9738,1
3.3806,4.7203,1
2.6521,4.2403,1
3.5073,2.7936,0
1.7778,4.7343,0
3.0216,4.0084,1
2.1143,3.911,1
2.8084,4.7619,1
3.6895,4.1955,1
4.9593,3.452,0
2.548,2.7926,0
3.5333,4.6512,1
2.5429,4.7874,1
3.0894,4.2032,1
5.7826,4.0917,0
3.1813,3.9103,1
2.4031,3.8817,1
4.0022,3.7899,0
3.9248,5.4336,0
1.4783,5.1606,0
2.3599,3.6271,1
2.552,4.7397,1
2.7463,3.4202,1
3.1049,3.2832,1
2.4396,3.8777,1
3.4334,4.2073,1
3.4708,3.4345,1
2.1574,2.5608,0
3.3759,4.8003,1
1.8781,3.5539,0
3.8249,4.023,1
2.7862,4.5847,1
3.72,4.0834,1
2.0065,4.0227,1
3.7819,4.3575,1
2.7237,4.5487,1
2.9274,3.4235,1
2.7283,4.352,1
3.6712,4.6067,1
